feature,variant,distortion,level,seed,qp,n_images,descriptor_rank_rho,cu_count_rank_rho,rho_clean,rho_noisy,clean_mean,clean_sd,clean_iqr,clean_min,clean_max,clean_range,clean_unique_values,clean_exact_one_count,noisy_mean,noisy_sd,noisy_iqr,noisy_min,noisy_max,noisy_range,noisy_unique_values,noisy_exact_one_count
glcm_homogeneity,horizontal,awgn,15,20260811,22,24,0.8695652173913043,0.7462492022465059,-0.6834782608695652,-0.6175255636305587,0.8946888240990537,0.047316472775981694,0.05812988676729047,0.7867555598113505,0.9496778709728801,0.16292231116152966,24,,0.7248727418937326,0.03375255510951201,0.025726867946450627,0.668087225179521,0.842857240918427,0.17477001573890594,24,
sobel_si,primary,awgn,15,20260812,22,24,0.9982608695652174,0.7382608695652173,0.5539130434782609,0.8339130434782608,86.76512355807665,24.928701610454887,28.903198983501156,51.75380456078816,157.11382891853802,105.36002435774986,24,,83.7045545597924,22.45839425513286,22.607186093122877,54.03010605461255,147.93979054982273,93.90968449521017,24,
luma_sd,primary,awgn,15,20260812,22,24,0.9999999999999999,0.7382608695652173,0.11130434782608695,0.4260869565217391,47.60766195452893,14.232016845913195,10.215770993899035,20.593882796303294,87.18909645914603,66.59521366284274,24,,49.54722320565617,13.09839294044566,9.382215050900584,25.28251808776997,85.65167487642698,60.36915678865701,24,
edge_fraction,primary,awgn,15,20260812,22,24,0.9704347826086956,0.7382608695652173,0.7869565217391303,0.7591304347826087,0.31682665233195106,0.1468195313867354,0.2118555777402345,0.11404290175600267,0.6525700097271284,0.5385271079711258,24,0,0.649751915561699,0.0780542967443943,0.07825090871857876,0.43074284544104846,0.7937439205447192,0.36300107510367075,24,0
glcm_contrast,primary,awgn,15,20260812,22,24,0.9147826086956522,0.7382608695652173,0.6347826086956522,0.6678260869565217,0.4277335816230643,0.25930318910845895,0.2522012967730025,0.16710404264322667,1.1643228904214835,0.9972188477782569,24,,0.8847379853858083,0.24308133808426502,0.24141888500007258,0.5290169863177149,1.5537613548289755,1.0247443685112607,24,
glcm_entropy,primary,awgn,15,20260812,22,24,0.8530434782608696,0.7382608695652173,0.6704347826086956,0.5365217391304348,2.3654332276100907,0.3857020941997733,0.3933056182368171,1.1660324757786817,3.1428731738348312,1.9768406980561495,24,,2.9191589991838556,0.2582623246422808,0.23743378227283785,2.163754856007823,3.414392768448004,1.2506379124401814,24,
glcm_homogeneity,primary,awgn,15,20260812,22,24,0.9408695652173912,0.7382608695652173,-0.7139130434782609,-0.671304347826087,0.8716240512044277,0.05409499919977894,0.06622044725747345,0.7469746214726523,0.9372633966933883,0.19028877522073606,24,,0.7132548970742469,0.03752435661899096,0.025590506064078644,0.648227245823838,0.8346014047402481,0.18637415891641018,24,
glcm_contrast,levels32,awgn,15,20260812,22,24,0.9139130434782607,0.7382608695652173,0.6217391304347826,0.7226086956521738,5.432155634030951,3.9693098218884812,3.613699446852203,1.8581172909591763,17.126638770827647,15.26852147986847,24,,12.05976693989613,3.9143317419170485,3.956407101029132,8.160352966368134,23.294125576211332,15.133772609843199,24,
glcm_entropy,levels32,awgn,15,20260812,22,24,0.8773913043478261,0.7382608695652173,0.6895652173913043,0.5582608695652174,4.557684008151786,0.5560463504237281,0.5715063649947041,3.224283710099381,5.607529771250913,2.3832460611515325,24,,5.551990075832855,0.3033950145291162,0.26727067377420877,4.729478523975539,6.1078251804506305,1.3783466564750917,24,
glcm_homogeneity,levels32,awgn,15,20260812,22,24,0.9365217391304348,0.7382608695652173,-0.8269565217391304,-0.6782608695652174,0.6574791114668138,0.1027615056417906,0.14117647526503507,0.42096069806493797,0.8034001164621348,0.38243941839719686,24,,0.331886393373855,0.03594179745527786,0.02136567626649405,0.2790977429874435,0.4683614837540837,0.1892637407666402,24,
glcm_contrast,horizontal,awgn,15,20260812,22,24,0.88,0.7382608695652173,0.6704347826086956,0.6869565217391305,0.3208253672142966,0.20701243688564883,0.24541230627865576,0.1227998696219035,1.0011408083441982,0.8783409387222947,24,,0.7881084294558182,0.19223264056745348,0.2252100333899858,0.45745650668187743,1.4013200782268578,0.9438635715449804,24,
glcm_entropy,horizontal,awgn,15,20260812,22,24,0.8486956521739131,0.7382608695652173,0.6278260869565218,0.5052173913043477,2.2746677419141808,0.37061545193154344,0.38671099177547363,1.1162200986713104,3.05564129780395,1.9394211991326396,24,,2.882335657762534,0.2457765183237949,0.19357300375505782,2.1517751756258514,3.371543557869428,1.2197683822435765,24,
glcm_homogeneity,horizontal,awgn,15,20260812,22,24,0.8660869565217391,0.7382608695652173,-0.6834782608695652,-0.6539130434782608,0.8946888240990537,0.047316472775981694,0.05812988676729047,0.7867555598113505,0.9496778709728801,0.16292231116152966,24,,0.7248364760346879,0.03340558549139642,0.02599476756361785,0.6688412683796124,0.8414042741973882,0.17256300581777573,24,
sobel_si,primary,awgn,15,20260813,22,24,0.9982608695652174,0.7478260869565216,0.5539130434782609,0.8539130434782608,86.76512355807665,24.928701610454887,28.903198983501156,51.75380456078816,157.11382891853802,105.36002435774986,24,,83.73439194484966,22.53467080178691,23.300343034375402,54.151287808808064,148.2320198778291,94.08073206902102,24,
luma_sd,primary,awgn,15,20260813,22,24,0.9999999999999999,0.7478260869565216,0.11130434782608695,0.41391304347826086,47.60766195452893,14.232016845913195,10.215770993899035,20.593882796303294,87.18909645914603,66.59521366284274,24,,49.552701684600684,13.102699652650626,9.368248938633023,25.2889287207988,85.66220871478845,60.37327999398965,24,
edge_fraction,primary,awgn,15,20260813,22,24,0.9660869565217391,0.7478260869565216,0.7869565217391303,0.7643478260869565,0.31682665233195106,0.1468195313867354,0.2118555777402345,0.11404290175600267,0.6525700097271284,0.5385271079711258,24,0,0.64960056912234,0.07820602615591904,0.07865599242307886,0.4298674038806123,0.7933471560948139,0.3634797522142016,24,0
glcm_contrast,primary,awgn,15,20260813,22,24,0.9147826086956522,0.7478260869565216,0.6347826086956522,0.6965217391304347,0.4277335816230643,0.25930318910845895,0.2522012967730025,0.16710404264322667,1.1643228904214835,0.9972188477782569,24,,0.8847875620487624,0.24473724032815697,0.24219002641032827,0.523529263874174,1.5604117500967152,1.0368824862225412,24,
glcm_entropy,primary,awgn,15,20260813,22,24,0.8513043478260869,0.7478260869565216,0.6704347826086956,0.5226086956521739,2.3654332276100907,0.3857020941997733,0.3933056182368171,1.1660324757786817,3.1428731738348312,1.9768406980561495,24,,2.9191473663376506,0.25867023830021196,0.23732031253331876,2.1634298816400674,3.4145271816557594,1.251097300015692,24,
