distortion,level,seed,qp,feature,primary,n_images,source,oriented_feature_change,log_density_ratio,density_change_percent
awgn,5,20260811,27,luma_sd,True,24,kodim08.png,0.03302382728161746,0.024226639863891147,2.4522489217498444
awgn,5,20260811,27,luma_sd,True,24,kodim09.png,0.3082145316125562,0.38740820523105346,47.31577192397467
awgn,5,20260811,27,luma_sd,True,24,kodim10.png,0.24548353437253212,0.21014094796546343,23.385195662423385
awgn,5,20260811,27,luma_sd,True,24,kodim11.png,0.2780130223188735,0.11145618497266511,11.790476190476195
awgn,5,20260811,27,luma_sd,True,24,kodim12.png,0.1352835739332221,0.22976279464872232,25.83014986776373
awgn,5,20260811,27,luma_sd,True,24,kodim13.png,0.07755971208883494,0.001055269851259365,0.10558268443976448
awgn,5,20260811,27,luma_sd,True,24,kodim14.png,0.24082093463346155,0.04097700054709282,4.182814379259647
awgn,5,20260811,27,luma_sd,True,24,kodim15.png,-0.1624323666633103,0.19421255580569255,21.435437359820565
awgn,5,20260811,27,luma_sd,True,24,kodim16.png,0.2546426505611308,0.27936107347480144,32.22846996152708
awgn,5,20260811,27,luma_sd,True,24,kodim17.png,0.22987722887818762,0.12845980711191157,13.707571801566587
awgn,5,20260811,27,luma_sd,True,24,kodim18.png,0.2549679152810356,0.24190254365223166,27.36700595352408
awgn,5,20260811,27,luma_sd,True,24,kodim19.png,0.245162887726444,0.2901717546655422,33.66570453949096
awgn,5,20260811,27,luma_sd,True,24,kodim20.png,-0.6247823876327772,0.15596063507249783,16.878019323671502
awgn,5,20260811,27,luma_sd,True,24,kodim21.png,0.1966597901771152,0.1137634795303269,12.048707541123683
awgn,5,20260811,27,luma_sd,True,24,kodim22.png,0.23820574374051517,0.26867030684615884,30.82237575217295
awgn,5,20260811,27,luma_sd,True,24,kodim23.png,0.21203093111557791,0.33111000880626756,39.251297257227556
awgn,5,20260811,27,luma_sd,True,24,kodim24.png,-0.11505187663998839,0.02835675682161243,2.876263704969384
awgn,5,20260811,27,edge_fraction,True,24,kodim01.png,0.026690728510725514,0.04223676115279952,4.314142488227235
awgn,5,20260811,27,edge_fraction,True,24,kodim02.png,0.03361234833358931,0.11825979371070593,12.55364806866952
awgn,5,20260811,27,edge_fraction,True,24,kodim03.png,0.022554139149132235,0.28207320165894245,32.58757727406536
awgn,5,20260811,27,edge_fraction,True,24,kodim04.png,0.038463113705012014,0.22399813048600173,25.10686805357649
awgn,5,20260811,27,edge_fraction,True,24,kodim05.png,0.029951876311882453,0.008039622771647048,0.8072027320707775
awgn,5,20260811,27,edge_fraction,True,24,kodim06.png,0.027156606768033553,0.16335324863322065,17.745254973702252
awgn,5,20260811,27,edge_fraction,True,24,kodim07.png,0.022858751855833748,0.11180762979005689,11.829771278590172
awgn,5,20260811,27,edge_fraction,True,24,kodim08.png,0.02410791993037431,0.024226639863891147,2.4522489217498444
awgn,5,20260811,27,edge_fraction,True,24,kodim09.png,0.019664158091434986,0.38740820523105346,47.31577192397467
awgn,5,20260811,27,edge_fraction,True,24,kodim10.png,0.027166845850611798,0.21014094796546343,23.385195662423385
awgn,5,20260811,27,edge_fraction,True,24,kodim11.png,0.03667383402447144,0.11145618497266511,11.790476190476195
awgn,5,20260811,27,edge_fraction,True,24,kodim12.png,0.032212153791020326,0.22976279464872232,25.83014986776373
awgn,5,20260811,27,edge_fraction,True,24,kodim13.png,0.02128961245072447,0.001055269851259365,0.10558268443976448
awgn,5,20260811,27,edge_fraction,True,24,kodim14.png,0.037416167511390985,0.04097700054709282,4.182814379259647
awgn,5,20260811,27,edge_fraction,True,24,kodim15.png,0.02776327241079199,0.19421255580569255,21.435437359820565
awgn,5,20260811,27,edge_fraction,True,24,kodim16.png,0.033033840167920936,0.27936107347480144,32.22846996152708
awgn,5,20260811,27,edge_fraction,True,24,kodim17.png,0.0363615420058363,0.12845980711191157,13.707571801566587
awgn,5,20260811,27,edge_fraction,True,24,kodim18.png,0.031613167460195546,0.24190254365223166,27.36700595352408
awgn,5,20260811,27,edge_fraction,True,24,kodim19.png,0.028756463420877454,0.2901717546655422,33.66570453949096
awgn,5,20260811,27,edge_fraction,True,24,kodim20.png,0.01685608969436339,0.15596063507249783,16.878019323671502
awgn,5,20260811,27,edge_fraction,True,24,kodim21.png,0.02103107561562484,0.1137634795303269,12.048707541123683
awgn,5,20260811,27,edge_fraction,True,24,kodim22.png,0.03853990682434855,0.26867030684615884,30.82237575217295
awgn,5,20260811,27,edge_fraction,True,24,kodim23.png,0.028108841447806274,0.33111000880626756,39.251297257227556
awgn,5,20260811,27,edge_fraction,True,24,kodim24.png,0.02553115240874415,0.02835675682161243,2.876263704969384
awgn,5,20260811,27,glcm_contrast,True,24,kodim01.png,0.0780130755063686,0.04223676115279952,4.314142488227235
awgn,5,20260811,27,glcm_contrast,True,24,kodim02.png,0.04926409112851152,0.11825979371070593,12.55364806866952
awgn,5,20260811,27,glcm_contrast,True,24,kodim03.png,0.13108287266724838,0.28207320165894245,32.58757727406536
awgn,5,20260811,27,glcm_contrast,True,24,kodim04.png,0.0928620843434074,0.22399813048600173,25.10686805357649
awgn,5,20260811,27,glcm_contrast,True,24,kodim05.png,0.06668595845428704,0.008039622771647048,0.8072027320707775
awgn,5,20260811,27,glcm_contrast,True,24,kodim06.png,0.06806000757469222,0.16335324863322065,17.745254973702252
